user_id,item_id,event_type,rating,timestamp
U0386,I0055,purchase,3.2,2024-07-06T13:00:00
U0313,I0168,view,,2024-05-01T15:00:00
U0083,I0128,view,,2024-04-01T22:00:00
U0485,I0185,view,,2024-04-10T02:00:00
U0185,I0176,view,,2024-04-09T23:00:00
U0495,I0066,purchase,4.4,2024-04-01T03:00:00
U0499,I0167,add_to_cart,,2024-04-07T04:00:00
U0148,I0125,view,,2024-06-19T03:00:00
U0289,I0142,add_to_cart,,2024-11-07T16:00:00
U0410,I0021,view,,2024-10-01T02:00:00
U0079,I0076,view,,2024-07-25T01:00:00
U0174,I0065,view,,2024-02-04T07:00:00
U0122,I0173,add_to_cart,,2024-08-16T14:00:00
U0191,I0081,view,,2024-05-09T03:00:00
U0255,I0108,view,,2024-05-26T16:00:00
U0164,I0000,view,,2024-04-17T01:00:00
U0197,I0084,view,,2024-05-17T12:00:00
U0056,I0186,purchase,4.6,2024-12-14T08:00:00
U0494,I0131,add_to_cart,,2024-02-16T16:00:00
U0479,I0046,add_to_cart,,2024-10-06T15:00:00
U0494,I0125,view,,2024-12-21T14:00:00
U0167,I0145,purchase,2.5,2024-08-10T04:00:00
U0311,I0151,view,,2024-09-09T02:00:00
U0378,I0115,add_to_cart,,2024-07-26T20:00:00
U0152,I0073,add_to_cart,,2024-04-21T11:00:00
U0457,I0015,add_to_cart,,2024-02-20T02:00:00
U0273,I0164,view,,2024-02-24T14:00:00
U0463,I0196,view,,2024-12-07T08:00:00
U0014,I0173,view,,2024-02-14T06:00:00
U0208,I0122,purchase,3.2,2024-09-21T23:00:00
U0247,I0162,view,,2024-04-05T16:00:00
U0422,I0071,view,,2024-01-17T12:00:00
U0159,I0047,view,,2024-08-18T13:00:00
U0336,I0033,view,,2024-02-25T22:00:00
U0048,I0118,purchase,3.6,2024-10-28T02:00:00
U0276,I0073,view,,2024-04-23T02:00:00
U0045,I0075,view,,2024-01-27T19:00:00
U0422,I0041,add_to_cart,,2024-08-24T08:00:00
U0285,I0128,purchase,4.2,2024-01-17T08:00:00
U0324,I0116,purchase,4.3,2024-05-26T02:00:00
U0300,I0012,view,,2024-07-17T23:00:00
U0206,I0036,view,,2024-03-18T00:00:00
U0280,I0077,view,,2024-10-03T23:00:00
U0177,I0169,add_to_cart,,2024-12-07T23:00:00
U0176,I0189,purchase,5.0,2024-09-16T15:00:00
U0244,I0149,view,,2024-08-20T20:00:00
U0448,I0051,view,,2024-07-05T23:00:00
U0361,I0093,view,,2024-12-15T11:00:00
U0456,I0199,add_to_cart,,2024-12-25T21:00:00
U0267,I0148,view,,2024-07-06T03:00:00
U0477,I0132,view,,2024-11-19T10:00:00
U0171,I0135,view,,2024-08-01T20:00:00
U0064,I0067,view,,2024-03-18T18:00:00
U0272,I0117,add_to_cart,,2024-07-17T18:00:00
U0202,I0059,view,,2024-08-20T13:00:00
U0219,I0083,view,,2024-03-27T20:00:00
U0227,I0021,add_to_cart,,2024-02-16T21:00:00
U0489,I0000,purchase,3.6,2024-05-16T04:00:00
U0320,I0104,view,,2024-06-25T16:00:00
U0456,I0105,add_to_cart,,2024-01-31T22:00:00
U0423,I0117,add_to_cart,,2024-06-06T11:00:00
U0303,I0111,purchase,4.7,2024-08-12T09:00:00
U0327,I0152,view,,2024-12-15T16:00:00
U0395,I0111,view,,2024-02-03T19:00:00
U0090,I0080,add_to_cart,,2024-05-05T21:00:00
U0093,I0102,purchase,2.3,2024-02-27T02:00:00
U0340,I0100,add_to_cart,,2024-01-03T21:00:00
U0121,I0067,purchase,4.5,2024-04-07T13:00:00
U0325,I0089,view,,2024-06-11T04:00:00
U0048,I0068,add_to_cart,,2024-06-25T18:00:00
U0100,I0128,view,,2024-08-24T04:00:00
U0322,I0198,purchase,4.7,2024-09-16T10:00:00
U0257,I0119,view,,2024-11-01T07:00:00
U0381,I0128,purchase,4.6,2024-10-31T11:00:00
U0412,I0173,view,,2024-04-12T22:00:00
U0453,I0141,add_to_cart,,2024-02-27T05:00:00
U0005,I0182,view,,2024-05-17T19:00:00
U0233,I0020,view,,2024-08-02T00:00:00
U0387,I0179,view,,2024-12-16T15:00:00
U0232,I0173,add_to_cart,,2024-02-13T16:00:00
U0284,I0148,view,,2024-05-07T10:00:00
U0022,I0106,add_to_cart,,2024-06-03T04:00:00
U0030,I0101,purchase,4.1,2024-05-01T13:00:00
U0084,I0160,add_to_cart,,2024-01-22T15:00:00
U0492,I0149,view,,2024-07-09T09:00:00
U0214,I0094,add_to_cart,,2024-01-10T22:00:00
U0224,I0061,view,,2024-03-22T07:00:00
U0156,I0152,view,,2024-06-23T09:00:00
U0229,I0151,view,,2024-01-30T20:00:00
U0316,I0003,view,,2024-01-20T12:00:00
U0465,I0106,view,,2024-11-23T03:00:00
U0010,I0159,add_to_cart,,2024-06-18T22:00:00
U0308,I0130,view,,2024-07-15T22:00:00
U0220,I0077,purchase,5.0,2024-03-23T23:00:00
U0426,I0003,purchase,4.1,2024-06-09T17:00:00
U0487,I0194,add_to_cart,,2024-03-04T16:00:00
U0436,I0048,view,,2024-04-14T15:00:00
U0273,I0186,view,,2024-02-14T18:00:00
U0450,I0128,view,,2024-06-17T13:00:00
U0386,I0106,view,,2024-05-03T14:00:00
U0448,I0053,view,,2024-06-22T07:00:00
U0319,I0012,add_to_cart,,2024-12-26T07:00:00
U0463,I0101,add_to_cart,,2024-04-16T09:00:00
U0036,I0151,view,,2024-08-10T10:00:00
U0071,I0020,view,,2024-09-05T14:00:00
U0383,I0121,view,,2024-11-02T01:00:00
U0270,I0157,purchase,5.0,2024-02-29T10:00:00
U0079,I0152,view,,2024-10-01T21:00:00
U0286,I0109,purchase,5.0,2024-12-05T09:00:00
U0498,I0192,purchase,4.0,2024-03-23T20:00:00
U0034,I0063,view,,2024-03-19T21:00:00
U0387,I0169,view,,2024-08-28T02:00:00
U0207,I0077,add_to_cart,,2024-08-17T10:00:00
U0211,I0029,add_to_cart,,2024-11-21T10:00:00
U0367,I0057,view,,2024-11-19T03:00:00
U0047,I0172,view,,2024-05-20T13:00:00
U0041,I0197,view,,2024-05-03T07:00:00
U0022,I0043,purchase,4.3,2024-06-30T20:00:00
U0386,I0049,view,,2024-01-18T22:00:00
U0277,I0014,view,,2024-06-21T05:00:00
U0457,I0086,view,,2024-08-25T10:00:00
U0203,I0030,view,,2024-03-28T00:00:00
U0475,I0142,view,,2024-05-03T01:00:00
U0253,I0061,view,,2024-06-14T13:00:00
U0280,I0199,view,,2024-03-11T07:00:00
U0068,I0124,view,,2024-08-11T08:00:00
U0387,I0127,add_to_cart,,2024-01-15T12:00:00
U0233,I0111,view,,2024-03-03T20:00:00
U0022,I0027,view,,2024-04-30T11:00:00
U0174,I0075,view,,2024-07-14T17:00:00
U0458,I0001,view,,2024-10-17T12:00:00
U0295,I0198,view,,2024-10-19T03:00:00
U0246,I0115,view,,2024-09-15T14:00:00
U0083,I0163,purchase,3.3,2024-04-16T13:00:00
U0370,I0186,view,,2024-07-12T10:00:00
U0045,I0059,view,,2024-04-19T11:00:00
U0133,I0080,view,,2024-04-13T11:00:00
U0122,I0187,purchase,3.1,2024-03-18T11:00:00
U0379,I0000,view,,2024-01-07T01:00:00
U0499,I0013,view,,2024-06-25T11:00:00
U0022,I0038,view,,2024-10-27T07:00:00
U0305,I0056,view,,2024-10-03T01:00:00
U0475,I0045,purchase,3.2,2024-08-03T16:00:00
U0408,I0059,add_to_cart,,2024-10-08T20:00:00
U0178,I0084,view,,2024-07-10T15:00:00
U0426,I0011,view,,2024-01-18T10:00:00
U0293,I0069,view,,2024-03-10T19:00:00
U0239,I0065,view,,2024-05-21T05:00:00
U0153,I0101,view,,2024-11-08T15:00:00
U0125,I0024,view,,2024-10-08T16:00:00
U0334,I0047,view,,2024-11-04T17:00:00
U0107,I0190,add_to_cart,,2024-06-03T12:00:00
U0377,I0146,add_to_cart,,2024-12-15T10:00:00
U0250,I0055,view,,2024-09-03T12:00:00
U0257,I0104,view,,2024-04-07T12:00:00
U0082,I0182,view,,2024-03-23T02:00:00
U0474,I0052,purchase,4.8,2024-12-08T10:00:00
U0201,I0139,view,,2024-04-25T17:00:00
U0209,I0179,purchase,3.5,2024-04-03T18:00:00
U0035,I0166,view,,2024-01-20T20:00:00
U0462,I0023,purchase,3.5,2024-08-01T03:00:00
U0194,I0183,view,,2024-07-28T04:00:00
U0052,I0179,purchase,3.4,2024-03-10T17:00:00
U0292,I0052,view,,2024-07-19T02:00:00
U0246,I0124,view,,2024-03-10T15:00:00
U0278,I0029,add_to_cart,,2024-04-16T15:00:00
U0490,I0103,purchase,3.8,2024-12-12T02:00:00
U0012,I0133,view,,2024-06-05T11:00:00
U0001,I0013,view,,2024-08-10T00:00:00
U0266,I0100,view,,2024-04-16T04:00:00
U0207,I0191,view,,2024-12-29T19:00:00
U0327,I0040,view,,2024-10-08T13:00:00
U0198,I0031,view,,2024-08-06T02:00:00
U0213,I0061,view,,2024-09-23T05:00:00
U0144,I0013,add_to_cart,,2024-01-24T12:00:00
U0300,I0178,add_to_cart,,2024-04-01T11:00:00
U0306,I0198,view,,2024-11-25T14:00:00
U0401,I0019,view,,2024-08-26T09:00:00
U0349,I0125,purchase,4.5,2024-10-23T12:00:00
U0024,I0021,view,,2024-05-26T19:00:00
U0032,I0185,view,,2024-10-13T23:00:00
U0381,I0010,view,,2024-12-31T22:00:00
U0089,I0181,view,,2024-07-18T12:00:00
U0085,I0067,view,,2024-06-14T07:00:00
U0075,I0072,add_to_cart,,2024-02-03T11:00:00
U0317,I0185,view,,2024-11-18T15:00:00
U0368,I0049,add_to_cart,,2024-10-06T08:00:00
U0330,I0197,add_to_cart,,2024-01-07T19:00:00
U0185,I0119,view,,2024-12-23T14:00:00
U0084,I0174,add_to_cart,,2024-11-13T19:00:00
U0183,I0174,add_to_cart,,2024-08-15T18:00:00
U0327,I0098,view,,2024-05-30T22:00:00
U0093,I0085,add_to_cart,,2024-10-25T08:00:00
U0495,I0134,view,,2024-06-21T02:00:00
U0089,I0004,view,,2024-07-21T15:00:00
U0037,I0178,view,,2024-01-11T00:00:00
U0165,I0005,add_to_cart,,2024-12-08T18:00:00
U0125,I0015,view,,2024-07-20T17:00:00
U0134,I0031,purchase,3.9,2024-04-21T08:00:00
U0278,I0055,add_to_cart,,2024-03-06T09:00:00
U0097,I0196,view,,2024-02-01T09:00:00
U0166,I0097,purchase,3.9,2024-03-03T19:00:00
U0492,I0091,purchase,4.0,2024-09-04T15:00:00
U0477,I0136,view,,2024-09-24T03:00:00
U0054,I0104,view,,2024-06-04T06:00:00
U0478,I0121,view,,2024-02-05T19:00:00
U0214,I0148,view,,2024-09-23T12:00:00
U0075,I0194,view,,2024-02-13T10:00:00
U0079,I0063,purchase,3.8,2024-07-09T08:00:00
U0065,I0134,view,,2024-02-15T06:00:00
U0034,I0076,add_to_cart,,2024-12-25T22:00:00
U0364,I0074,view,,2024-04-14T20:00:00
U0314,I0081,view,,2024-12-05T21:00:00
U0012,I0091,purchase,5.0,2024-09-21T11:00:00
U0460,I0038,view,,2024-02-25T10:00:00
U0084,I0084,purchase,2.5,2024-05-04T09:00:00
U0069,I0010,purchase,3.5,2024-04-03T04:00:00
U0440,I0172,view,,2024-05-20T14:00:00
U0130,I0170,add_to_cart,,2024-08-17T22:00:00
U0408,I0059,view,,2024-06-30T18:00:00
U0489,I0121,view,,2024-10-09T15:00:00
U0281,I0123,purchase,4.6,2024-09-29T03:00:00
U0190,I0097,purchase,3.6,2024-07-02T09:00:00
U0150,I0070,purchase,3.2,2024-05-05T17:00:00
U0252,I0033,view,,2024-03-06T00:00:00
U0201,I0072,view,,2024-05-20T03:00:00
U0204,I0081,purchase,3.1,2024-05-31T17:00:00
U0131,I0102,add_to_cart,,2024-11-12T05:00:00
U0483,I0192,view,,2024-04-26T16:00:00
U0162,I0148,view,,2024-12-05T16:00:00
U0199,I0157,purchase,5.0,2024-07-11T17:00:00
U0414,I0080,view,,2024-05-25T07:00:00
U0387,I0032,purchase,3.0,2024-03-25T06:00:00
U0390,I0024,view,,2024-06-08T21:00:00
U0319,I0073,purchase,4.5,2024-01-18T12:00:00
U0134,I0164,add_to_cart,,2024-03-31T21:00:00
U0355,I0170,view,,2024-10-30T16:00:00
U0011,I0117,add_to_cart,,2024-04-08T05:00:00
U0006,I0039,add_to_cart,,2024-11-28T07:00:00
U0036,I0049,purchase,2.0,2024-06-19T21:00:00
U0072,I0143,purchase,4.4,2024-03-12T18:00:00
U0283,I0105,view,,2024-02-19T17:00:00
U0407,I0048,purchase,4.1,2024-11-12T00:00:00
U0051,I0052,add_to_cart,,2024-10-03T17:00:00
U0111,I0198,view,,2024-01-17T01:00:00
U0238,I0171,add_to_cart,,2024-08-04T03:00:00
U0113,I0041,purchase,4.5,2024-11-28T22:00:00
U0271,I0163,view,,2024-10-31T16:00:00
U0115,I0168,view,,2024-01-29T12:00:00
U0026,I0109,view,,2024-10-26T07:00:00
U0155,I0130,view,,2024-07-25T19:00:00
U0049,I0034,add_to_cart,,2024-08-10T12:00:00
U0043,I0029,view,,2024-10-05T01:00:00
U0003,I0158,view,,2024-06-25T18:00:00
U0052,I0042,view,,2024-12-23T12:00:00
U0080,I0176,purchase,3.5,2024-06-22T19:00:00
U0138,I0038,view,,2024-12-26T18:00:00
U0432,I0157,add_to_cart,,2024-10-16T05:00:00
U0245,I0007,view,,2024-06-23T02:00:00
U0349,I0032,view,,2024-11-12T18:00:00
U0460,I0175,view,,2024-07-14T23:00:00
U0212,I0033,view,,2024-10-24T04:00:00
U0386,I0138,view,,2024-10-21T02:00:00
U0061,I0132,add_to_cart,,2024-01-28T23:00:00
U0107,I0132,view,,2024-04-01T00:00:00
U0373,I0176,purchase,4.8,2024-07-05T19:00:00
U0144,I0178,add_to_cart,,2024-11-20T15:00:00
U0200,I0192,view,,2024-05-24T20:00:00
U0153,I0194,view,,2024-04-08T12:00:00
U0031,I0091,view,,2024-09-26T18:00:00
U0072,I0182,add_to_cart,,2024-02-17T21:00:00
U0179,I0101,view,,2024-09-05T02:00:00
U0176,I0036,purchase,2.8,2024-08-07T01:00:00
U0268,I0111,add_to_cart,,2024-01-31T02:00:00
U0042,I0026,view,,2024-04-02T08:00:00
U0034,I0194,purchase,3.3,2024-09-20T23:00:00
U0338,I0194,view,,2024-02-27T20:00:00
U0483,I0137,view,,2024-05-12T23:00:00
U0088,I0121,add_to_cart,,2024-06-10T21:00:00
U0283,I0198,view,,2024-08-02T00:00:00
U0019,I0148,view,,2024-11-14T17:00:00
U0197,I0164,view,,2024-09-08T07:00:00
U0427,I0038,view,,2024-05-03T17:00:00
U0208,I0139,view,,2024-11-01T00:00:00
U0420,I0072,add_to_cart,,2024-03-17T21:00:00
U0451,I0135,view,,2024-08-05T23:00:00
U0428,I0101,view,,2024-06-30T20:00:00
U0386,I0010,purchase,3.4,2024-03-04T22:00:00
U0469,I0199,add_to_cart,,2024-11-19T19:00:00
U0414,I0141,view,,2024-01-06T10:00:00
U0294,I0045,purchase,4.0,2024-01-12T07:00:00
U0090,I0174,view,,2024-05-23T19:00:00
U0001,I0129,view,,2024-08-20T23:00:00
U0088,I0105,view,,2024-11-10T10:00:00
U0025,I0174,add_to_cart,,2024-03-05T09:00:00
U0115,I0175,view,,2024-05-31T00:00:00
U0151,I0199,view,,2024-12-21T07:00:00
U0494,I0043,add_to_cart,,2024-08-04T03:00:00
U0486,I0192,view,,2024-05-05T13:00:00
U0114,I0074,view,,2024-01-29T15:00:00
U0436,I0174,view,,2024-06-01T08:00:00
U0478,I0144,add_to_cart,,2024-11-24T13:00:00
U0145,I0131,view,,2024-10-30T19:00:00
U0291,I0120,view,,2024-01-20T21:00:00
U0382,I0103,view,,2024-12-20T15:00:00
U0232,I0146,view,,2024-09-18T02:00:00
U0224,I0072,add_to_cart,,2024-11-04T16:00:00
U0124,I0155,view,,2024-06-10T07:00:00
U0007,I0171,view,,2024-01-19T08:00:00
U0035,I0176,add_to_cart,,2024-08-16T19:00:00
U0074,I0142,purchase,4.8,2024-10-30T02:00:00
U0232,I0100,view,,2024-11-14T14:00:00
U0066,I0154,purchase,4.2,2024-11-10T19:00:00
U0097,I0169,purchase,3.9,2024-05-19T19:00:00
U0253,I0147,add_to_cart,,2024-08-24T05:00:00
U0080,I0023,purchase,4.2,2024-08-25T19:00:00
U0430,I0058,purchase,4.1,2024-07-28T10:00:00
U0290,I0166,add_to_cart,,2024-11-10T02:00:00
U0075,I0102,view,,2024-08-17T02:00:00
U0296,I0066,add_to_cart,,2024-10-11T01:00:00
U0360,I0169,purchase,4.0,2024-08-24T22:00:00
U0385,I0144,view,,2024-08-29T11:00:00
U0253,I0096,view,,2024-02-20T17:00:00
U0231,I0127,view,,2024-03-28T12:00:00
U0394,I0089,purchase,4.0,2024-09-19T16:00:00
U0324,I0069,view,,2024-06-15T12:00:00
U0337,I0044,view,,2024-11-30T18:00:00
U0008,I0137,purchase,3.2,2024-01-07T06:00:00
U0253,I0145,view,,2024-06-29T03:00:00
U0137,I0186,view,,2024-09-02T16:00:00
U0050,I0194,view,,2024-03-08T08:00:00
U0090,I0123,view,,2024-11-19T02:00:00
U0274,I0036,view,,2024-11-10T17:00:00
U0336,I0024,purchase,4.7,2024-07-19T04:00:00
U0051,I0166,view,,2024-01-10T00:00:00
U0113,I0002,view,,2024-07-12T09:00:00
U0498,I0145,view,,2024-07-07T16:00:00
U0142,I0018,add_to_cart,,2024-12-23T04:00:00
U0155,I0150,view,,2024-12-08T02:00:00
U0052,I0163,view,,2024-04-27T15:00:00
U0301,I0023,view,,2024-03-18T11:00:00
U0161,I0151,purchase,2.6,2024-10-11T15:00:00
U0235,I0083,purchase,3.0,2024-10-08T02:00:00
U0344,I0164,view,,2024-03-17T16:00:00
U0413,I0099,view,,2024-04-11T21:00:00
U0175,I0122,view,,2024-03-18T23:00:00
U0363,I0041,view,,2024-09-07T19:00:00
U0004,I0007,view,,2024-05-08T07:00:00
U0299,I0039,view,,2024-09-28T09:00:00
U0253,I0199,purchase,3.9,2024-07-27T00:00:00
U0166,I0182,view,,2024-09-05T05:00:00
U0489,I0065,view,,2024-01-22T03:00:00
U0136,I0008,view,,2024-04-03T15:00:00
U0238,I0003,view,,2024-06-05T03:00:00
U0410,I0005,view,,2024-03-15T00:00:00
U0232,I0020,view,,2024-01-01T05:00:00
U0048,I0163,view,,2024-12-18T12:00:00
U0286,I0125,view,,2024-01-03T05:00:00
U0254,I0067,add_to_cart,,2024-02-17T06:00:00
U0162,I0084,view,,2024-08-05T09:00:00
U0317,I0002,view,,2024-03-28T06:00:00
U0149,I0037,view,,2024-10-06T05:00:00
U0432,I0181,view,,2024-07-14T01:00:00
U0352,I0176,view,,2024-01-13T20:00:00
U0126,I0072,view,,2024-08-24T09:00:00
U0175,I0100,view,,2024-11-25T05:00:00
U0340,I0017,view,,2024-06-25T23:00:00
U0130,I0079,view,,2024-07-15T13:00:00
U0089,I0063,purchase,1.9,2024-06-15T01:00:00
U0485,I0136,purchase,4.7,2024-04-09T08:00:00
U0371,I0167,view,,2024-05-17T12:00:00
U0191,I0025,purchase,4.1,2024-02-09T18:00:00
U0038,I0186,add_to_cart,,2024-10-30T19:00:00
U0219,I0181,purchase,3.8,2024-10-30T22:00:00
U0020,I0100,view,,2024-05-10T06:00:00
U0068,I0132,view,,2024-10-19T14:00:00
U0312,I0140,view,,2024-07-13T08:00:00
U0009,I0063,view,,2024-05-10T06:00:00
U0359,I0099,add_to_cart,,2024-10-30T16:00:00
U0498,I0076,purchase,4.2,2024-10-01T16:00:00
U0096,I0183,view,,2024-07-12T05:00:00
U0395,I0165,purchase,4.5,2024-04-13T02:00:00
U0101,I0127,purchase,3.5,2024-09-30T17:00:00
U0395,I0145,view,,2024-01-10T13:00:00
U0346,I0092,view,,2024-08-28T13:00:00
U0302,I0130,view,,2024-05-12T01:00:00
U0344,I0088,view,,2024-06-03T15:00:00
U0284,I0055,add_to_cart,,2024-11-26T22:00:00
U0234,I0039,add_to_cart,,2024-02-17T09:00:00
U0103,I0153,view,,2024-11-04T16:00:00
U0306,I0082,view,,2024-06-14T17:00:00
U0163,I0181,view,,2024-07-15T23:00:00
U0344,I0006,view,,2024-09-21T03:00:00
U0196,I0071,purchase,5.0,2024-06-06T03:00:00
U0291,I0004,add_to_cart,,2024-03-15T08:00:00
U0004,I0128,view,,2024-10-20T12:00:00
U0229,I0199,view,,2024-03-22T05:00:00
U0024,I0081,view,,2024-01-16T09:00:00
U0004,I0064,view,,2024-03-19T14:00:00
U0443,I0016,view,,2024-07-22T21:00:00
U0030,I0074,view,,2024-10-25T15:00:00
U0469,I0044,view,,2024-08-14T17:00:00
U0453,I0150,view,,2024-01-30T08:00:00
U0111,I0076,purchase,4.2,2024-10-13T01:00:00
U0279,I0151,add_to_cart,,2024-03-01T03:00:00
U0468,I0103,view,,2024-08-26T19:00:00
U0304,I0069,add_to_cart,,2024-01-30T10:00:00
U0349,I0114,view,,2024-06-16T15:00:00
U0442,I0053,purchase,4.4,2024-06-26T11:00:00
U0100,I0099,add_to_cart,,2024-12-22T22:00:00
U0421,I0187,view,,2024-11-22T09:00:00
U0357,I0161,view,,2024-04-04T15:00:00
U0211,I0087,view,,2024-09-30T20:00:00
U0382,I0126,view,,2024-06-07T03:00:00
U0337,I0179,view,,2024-12-21T13:00:00
U0075,I0196,view,,2024-02-18T04:00:00
U0114,I0190,view,,2024-01-19T10:00:00
U0423,I0190,purchase,3.1,2024-08-25T22:00:00
U0064,I0071,view,,2024-03-08T20:00:00
U0456,I0011,purchase,4.0,2024-01-02T04:00:00
U0341,I0088,view,,2024-01-11T16:00:00
U0155,I0148,add_to_cart,,2024-03-07T22:00:00
U0453,I0168,purchase,5.0,2024-09-26T06:00:00
U0155,I0071,purchase,4.6,2024-05-17T14:00:00
U0267,I0104,view,,2024-06-05T16:00:00
U0240,I0168,view,,2024-10-14T12:00:00
U0452,I0043,view,,2024-11-17T16:00:00
U0248,I0056,add_to_cart,,2024-01-28T17:00:00
U0114,I0196,purchase,3.6,2024-04-04T02:00:00
U0483,I0019,view,,2024-01-19T19:00:00
U0219,I0034,view,,2024-06-12T10:00:00
U0403,I0127,view,,2024-04-15T10:00:00
U0469,I0189,view,,2024-02-14T02:00:00
U0160,I0056,purchase,4.8,2024-09-29T13:00:00
U0229,I0149,view,,2024-11-21T04:00:00
U0478,I0198,view,,2024-06-01T21:00:00
U0060,I0115,view,,2024-02-20T10:00:00
U0455,I0028,purchase,4.1,2024-02-05T00:00:00
U0054,I0062,view,,2024-01-18T06:00:00
U0130,I0063,add_to_cart,,2024-02-06T04:00:00
U0467,I0021,view,,2024-09-07T12:00:00
U0152,I0076,view,,2024-06-24T00:00:00
U0163,I0184,view,,2024-10-17T21:00:00
U0381,I0043,view,,2024-01-10T15:00:00
U0436,I0062,view,,2024-03-12T01:00:00
U0362,I0021,purchase,2.7,2024-12-19T19:00:00
U0225,I0178,purchase,3.7,2024-03-03T11:00:00
U0479,I0014,add_to_cart,,2024-05-01T11:00:00
U0281,I0143,purchase,4.4,2024-09-04T02:00:00
U0431,I0166,view,,2024-11-27T02:00:00
U0107,I0120,view,,2024-08-15T08:00:00
U0488,I0037,view,,2024-04-11T19:00:00
